Company,link href,Vegan (all on here are vegan ),Features Peta Logo,PETA Business Friends
Besiata Beauty,https://crueltyfree.peta.org/company/besiata-beauty/,,L,
Bestowed Essentials,https://crueltyfree.peta.org/company/bestowed-essentials/,,L,
BeSweet Creations,https://crueltyfree.peta.org/company/besweet-creations/,,L,
Better-Natured,https://crueltyfree.peta.org/company/better-natured/,,L,
Bex Beauty,https://crueltyfree.peta.org/company/bex-beauty/,,L,
Beyer & Söhne,https://crueltyfree.peta.org/company/beyer-sohne/,,L,
Beyond Nutrition,https://crueltyfree.peta.org/company/beyond-nutrition/,,L,
Beyond Resilience,https://crueltyfree.peta.org/company/beyond-resilience/,,L,
bhab (YULAO),https://crueltyfree.peta.org/company/bhab-yulao/,,L,
B&Heal,https://crueltyfree.peta.org/company/bheal/,,L,
Bhumi Makeup Brushes,https://crueltyfree.peta.org/company/bhumi-makeup-brushes/,,L,
Biblian (Beautynk),https://crueltyfree.peta.org/company/biblian-beautynk/,,L,
BIECHO Seoul,https://crueltyfree.peta.org/company/biecho-seoul/,,L,
BIKAR ALAM,https://crueltyfree.peta.org/company/bikar-alam/,,,
Billbergia Nature Products LLP,https://crueltyfree.peta.org/company/billbergia-nature-products-llp/,,L,
BILLIE,https://crueltyfree.peta.org/company/billie/,,,
Billy Jealousy,https://crueltyfree.peta.org/company/billy-jealousy/,,L,
Bingo Cosmetic Manufacture Ltd.,https://crueltyfree.peta.org/company/bingo-cosmetic-manufacturer/,,L,
Bio-Kleen,https://crueltyfree.peta.org/company/bio-kleen/,,,
Bio Pac,https://crueltyfree.peta.org/company/bio-pac/,,,
Bio Takara,https://crueltyfree.peta.org/company/bio-takara/,,L,
BioBella,https://crueltyfree.peta.org/company/biobella/,,L,
Biobrush,https://crueltyfree.peta.org/company/biobrush/,,L,
Biocoiff,https://crueltyfree.peta.org/company/biocoiff/,,L,
BIOCOS INC,https://crueltyfree.peta.org/company/biocos-inc/,,L,
Biocosmética Jénak Chile,https://crueltyfree.peta.org/company/biocosmetica-jenak-chile/,,,
Bioetyc,https://crueltyfree.peta.org/company/bioetyc/,,L,
Biofilia,https://crueltyfree.peta.org/company/biofilia/,,L,
Biogar,https://crueltyfree.peta.org/company/biogar/,,L,
Biogen Biotics,https://crueltyfree.peta.org/company/biogen-biotics/,,,
"Biogime International, Inc.",https://crueltyfree.peta.org/company/biogime-international-inc/,,,
Biokleen,https://crueltyfree.peta.org/company/biokleen/,,,
Bioland,https://crueltyfree.peta.org/company/bioland/,,L,
BIOMADIKA – AROMADI KA,https://crueltyfree.peta.org/company/biomadika-aromadi-ka/,,,
BioMakeup,https://crueltyfree.peta.org/company/biomakeup/,,L,
Bionova,https://crueltyfree.peta.org/company/bionova/,,,
Biorenda,https://crueltyfree.peta.org/company/biorenda/,,L,
biOrganics,https://crueltyfree.peta.org/company/biorganics/,,,
Biosecrets,https://crueltyfree.peta.org/company/biosecrets/,,L,
Bioskin,https://crueltyfree.peta.org/company/bioskin/,,L,
Biosol Tech Corp,https://crueltyfree.peta.org/company/biosol-tech-corp/,,L,
Biospen,https://crueltyfree.peta.org/company/biospen/,,L,
Biossance,https://crueltyfree.peta.org/company/biossance/,,L,
BiotechBeauty,https://crueltyfree.peta.org/company/biotechbeauty/,,L,
Biotera (Henkel),https://crueltyfree.peta.org/company/biotera/,,L,
Biotie,https://crueltyfree.peta.org/company/biotie/,,L,
Biotonique,https://crueltyfree.peta.org/company/biotonique/,,L,
Biovaj,https://crueltyfree.peta.org/company/biovaj/,,L,
Biozenthi,https://crueltyfree.peta.org/company/biozenthi/,,L,
Birch3,https://crueltyfree.peta.org/company/birch3/,,L,
Birthstone Scents,https://crueltyfree.peta.org/company/birthstone-scents/,,L,
Bisou Bisou Skin,https://crueltyfree.peta.org/company/bisou-bisou-skin/,,,
Bite Toothpaste Bits,https://crueltyfree.peta.org/company/bite-toothpaste-bits/,,L,
Black Country Balsam,https://crueltyfree.peta.org/company/black-country-balsam/,,L,
Black Dahlia,https://crueltyfree.peta.org/company/black-dahlia/,,L,
Black Girl Sunscreen,https://crueltyfree.peta.org/company/black-girl-sunscreen/,,L,
Black Moon Cosmetics,https://crueltyfree.peta.org/company/black-moon-cosmetics/,,L,
Black Sheep Organics,https://crueltyfree.peta.org/company/black-sheep-organics/,,,
Black Tai Salt Company,https://crueltyfree.peta.org/company/black-tai-salt-company/,,,
BLANLAC,https://crueltyfree.peta.org/company/blanlac/,,L,
BLATTKULTUR,https://crueltyfree.peta.org/company/blattkultur/,,L,
Bleach London,https://crueltyfree.peta.org/company/bleach-london/,,L,
Blessed Projects,https://crueltyfree.peta.org/company/blessed-projects/,,L,
Blind Fragrances,https://crueltyfree.peta.org/company/blind-fragrances/,,L,
Bliss Delights,https://crueltyfree.peta.org/company/bliss-delights/,,L,
bliss of earth,https://crueltyfree.peta.org/company/bliss-of-earth/,,L,
Bliss of Greece,https://crueltyfree.peta.org/company/bliss-of-greece/,,L,
Blissby,https://crueltyfree.peta.org/company/blissby/,,L,
Blissful Essentia,https://crueltyfree.peta.org/company/blissful-essentia/,,,
Blissoma,https://crueltyfree.peta.org/company/blissoma/,,,
BLOCALLY,https://crueltyfree.peta.org/company/blocally/,,L,
BLONDME (Henkel),https://crueltyfree.peta.org/company/blondme-henkel/,,L,
Bloom,https://crueltyfree.peta.org/company/bloom/,,L,
Bloom Skin (Lavin Rouge),https://crueltyfree.peta.org/company/bloom-skin-lavin-rouge/,,,
BLOOM UP (PT. Ritual Mahakarya Cosmetica),https://crueltyfree.peta.org/company/bloom-up-pt-ritual-mahakarya-cosmetica/,,L,
Bloomtown,https://crueltyfree.peta.org/company/bloomtown/,,L,
Blossom & Leaf Soap Emporium,https://crueltyfree.peta.org/company/blossom-leaf-soap-emporium/,,,
Blu Ink Nail Lacquer,https://crueltyfree.peta.org/company/blu-ink-nail-lacquer/,,,
Blue Beautifly,https://crueltyfree.peta.org/company/blue-beautifly/,,L,
Blue Moon Candles,https://crueltyfree.peta.org/company/blue-moon-candles/,,,
Blue Rose Dermocosmeticos,https://crueltyfree.peta.org/company/blue-rose-dermocosmeticos/,,L,
Bluerock,https://crueltyfree.peta.org/company/bluerock/,,L,
BluLyte,https://crueltyfree.peta.org/company/blulyte/,,L,
Blum Organics,https://crueltyfree.peta.org/company/blum-organics/,,L,
Blur London,https://crueltyfree.peta.org/company/blur-limited/,,,
Blush Artisan Cosmetics,https://crueltyfree.peta.org/company/blush-artisan-cosmetics/,,,
BlushBee Organic Beauty,https://crueltyfree.peta.org/company/blushbee-organic-beauty/,,L,
BM Beauty / BM Skin,https://crueltyfree.peta.org/company/bm-beauty/,,L,
BO Cosméticos,https://crueltyfree.peta.org/company/bo-cosmeticos/,,L,
Bo-Po Nailpolish (Worx Toys),https://crueltyfree.peta.org/company/bo-po-nailpolish-worx-toys/,,,
Boca Rosa Company,https://crueltyfree.peta.org/company/boca-rosa-company/,,L,
bodisafe beauty(Garden Art Innovations),https://crueltyfree.peta.org/company/bodisafe-beautygarden-art-innovations/,,L,
BODIWERK,https://crueltyfree.peta.org/company/bodiwerk/,,L,
Bods + Bubs,https://crueltyfree.peta.org/company/bods-bubs/,,L,
Body Bistro,https://crueltyfree.peta.org/company/body-bistro/,,L,
"Body Crystal, Inc.",https://crueltyfree.peta.org/company/body-crystal-inc/,,,
Body4Real,https://crueltyfree.peta.org/company/body4real/,,L,
Bodyenrich,https://crueltyfree.peta.org/company/bodyenrich/,,L,
Bohemian Plant Based Products,https://crueltyfree.peta.org/company/bohemian-plant-based-products/,,,
Boka,https://crueltyfree.peta.org/company/boka/,,L,
Bold For Men,https://crueltyfree.peta.org/company/bold-for-men/,,,
Bold Uniq,https://crueltyfree.peta.org/company/bold-uniq/,,L,
Boldface Makeup,https://crueltyfree.peta.org/company/boldface-makeup/,,L,
Boldify,https://crueltyfree.peta.org/company/boldify/,,L,
Bolt Beauty Limited,https://crueltyfree.peta.org/company/bolt-beauty-limited/,,L,
Bombom,https://crueltyfree.peta.org/company/bombom/,,L,
Bonbon,https://crueltyfree.peta.org/company/bonbon/,,L,
BondiBoost,https://crueltyfree.peta.org/company/bondiboost/,,L,
Bonicca,https://crueltyfree.peta.org/company/bonicca/,,L,
Bonivias,https://crueltyfree.peta.org/company/bonivias/,,L,
Bonji,https://crueltyfree.peta.org/company/bonji/,,,
Boo Bamboo,https://crueltyfree.peta.org/company/boo-bamboo/,,L,
Booda Organics,https://crueltyfree.peta.org/company/booda-organics/,,L,
Boombrush,https://crueltyfree.peta.org/company/boombrush/,,,
booni doon,https://crueltyfree.peta.org/company/booni-doon/,,,
Bootiful Anti-Cellulite Firming Cream (KOZMOKLINIK KOZMETIK),https://crueltyfree.peta.org/company/bootiful-anti-cellulite-firming-cream-kozmoklinik-kozmetik/,,,
Bophie,https://crueltyfree.peta.org/company/bophie/,,L,
Born Skincare,https://crueltyfree.peta.org/company/born-skincare/,,L,
Borneo Candle Studio,https://crueltyfree.peta.org/company/borneo-candle-studio/,,,
Boscia,https://crueltyfree.peta.org/company/boscia/,,L,
BosleyMD,https://crueltyfree.peta.org/company/bosleymd/,,L,
Boss Lady Cosmetics,https://crueltyfree.peta.org/company/boss-lady-cosmetics/,,,
Bossy Cosmetics,https://crueltyfree.peta.org/company/bossy-cosmetics/,,L,
Boston Baked Bonz,https://crueltyfree.peta.org/company/boston-baked-bonz/,,,
Botani,https://crueltyfree.peta.org/company/botani/,,L,
BOTANICA AUREA,https://crueltyfree.peta.org/company/botanica-aurea/,,L,
Botanica Skn,https://crueltyfree.peta.org/company/botanica-skn/,,,
Botanical Republic,https://crueltyfree.peta.org/company/botanical-republic/,,L,
Botanicala,https://crueltyfree.peta.org/company/botanicala/,,L,
Botanicary,https://crueltyfree.peta.org/company/botanicary/,,,
Botanii Organic,https://crueltyfree.peta.org/company/botanii-organic/,,L,
Botanika,https://crueltyfree.peta.org/company/botanika/,,L,
botanik cosmetica natural,https://crueltyfree.peta.org/company/botanika-cosmetica-natural/,,L,
BOTAVIKOS,https://crueltyfree.peta.org/company/botavikos/,,L,
BOTÉNOR,https://crueltyfree.peta.org/company/botenor/,,,
Bottlegreen,https://crueltyfree.peta.org/company/bottlegreen/,,L,
Boulder Baby Co,https://crueltyfree.peta.org/company/boulder-baby-co/,,L,
Bounce Curl,https://crueltyfree.peta.org/company/bounce-curl/,,L,
Boutique England,https://crueltyfree.peta.org/company/boutique-england/,,L,
BPerfect Cosmetics,https://crueltyfree.peta.org/company/bperfect-cosmetics/,,L,
Nurture by Nature Botanicals (Brand Hatchers),https://crueltyfree.peta.org/company/brand-hatchers/,,L,
Brand With A Heart,https://crueltyfree.peta.org/company/brand-with-a-heart/,,L,
Braver Beauty,https://crueltyfree.peta.org/company/braver-beauty/,,L,
BRAYE,https://crueltyfree.peta.org/company/braye/,,L,
Brian Blessed,https://crueltyfree.peta.org/company/brian-blessed/,,L,
Brianna’s Handmade Soap,https://crueltyfree.peta.org/company/briannas-handmade-soap/,,,
Bridge House,https://crueltyfree.peta.org/company/bridge-house/,,,
Brillant Silver White (DHS Marketing),https://crueltyfree.peta.org/company/brillant-silver-white-dhs-marketing/,,L,
BRITE,https://crueltyfree.peta.org/company/brite/,,L,
Britory,https://crueltyfree.peta.org/company/britory/,,L,
Brittanie’s Thyme,https://crueltyfree.peta.org/company/brittanies-thyme/,,L,
Bronze Tan,https://crueltyfree.peta.org/company/bronze-tan/,,L,
Bronzed Envy,https://crueltyfree.peta.org/company/bronzed-envy/,,L,
Bronzie,https://crueltyfree.peta.org/company/bronzie/,,L,
Bronzo Sensuale,https://crueltyfree.peta.org/company/bronzo-sensuale/,,L,
BROO,https://crueltyfree.peta.org/company/broo/,,L,
BROWLY Care,https://crueltyfree.peta.org/company/browly-care/,,,
Brown Bag Botanicals,https://crueltyfree.peta.org/company/brown-bag-botanicals/,,L,
Bruno Pasqualato Oy,https://crueltyfree.peta.org/company/bruno-pasqualato-oy/,,L,
Brush Addict,https://crueltyfree.peta.org/company/brush-addict/,,L,
Brush On Block,https://crueltyfree.peta.org/company/brush-on-block/,,L,
BRYAN & CANDY,https://crueltyfree.peta.org/company/bryan-candy/,,L,
BRYT Skincare,https://crueltyfree.peta.org/company/bryt-skincare/,,L,
BT THERA (BTBIOTHERAPEUTICS),https://crueltyfree.peta.org/company/bt-thera-btbiotherapeutics/,,L,
MARQ LABS,https://crueltyfree.peta.org/company/btan/,,L,
Bubble Land,https://crueltyfree.peta.org/company/bubble-land/,,,
Kindness Collective,https://crueltyfree.peta.org/company/bubble-nut-wash/,,L,
Bubble Shack Hawaiian Soap Company,https://crueltyfree.peta.org/company/bubble-shack-hawaiian-soap-company/,,,
Bubbles Galore,https://crueltyfree.peta.org/company/bubbles-galore/,,L,
Bubbly Moon Naturals,https://crueltyfree.peta.org/company/bubbly-moon-naturals/,,L,
Bubuia Cosméticos,https://crueltyfree.peta.org/company/bubuia-cosmeticos/,,L,
Buck Naked Soap Company,https://crueltyfree.peta.org/company/buck-naked-soap-company/,,L,
Buff Products,https://crueltyfree.peta.org/company/buff-products/,,,
BugMace,https://crueltyfree.peta.org/company/bugmace/,,L,
BUHBLI ORGANICS,https://crueltyfree.peta.org/company/buhbli-organics/,,L,
Bullenbees Skin Care,https://crueltyfree.peta.org/company/bullenbees-skin-care/,,L,
Bulles&baume,https://crueltyfree.peta.org/company/bullesbaume/,,L,
bumpcology,https://crueltyfree.peta.org/company/bumpcology/,,L,
Butter Angels Handcrafted Skin Care,https://crueltyfree.peta.org/company/butter-angels-handcrafted-skin-care/,,L,
Butterwhips,https://crueltyfree.peta.org/company/butterwhips/,,,
By Bente AS,https://crueltyfree.peta.org/company/by-bente-as/,,L,
By Dr Vali,https://crueltyfree.peta.org/company/by-dr-vali/,,L,
By Ecological,https://crueltyfree.peta.org/company/by-ecological/,,L,
By K,https://crueltyfree.peta.org/company/by-k/,,L,
By Noussou,https://crueltyfree.peta.org/company/by-noussou/,,L,
By Robin Creations Vegan Skin & Body Care,https://crueltyfree.peta.org/company/by-robin-creations-vegan-skin-body-care/,,,
BYENA Beauty,https://crueltyfree.peta.org/company/byena-beauty/,,L,
Bynd Skin,https://crueltyfree.peta.org/company/bynd-skin/,,L,
Byoma,https://crueltyfree.peta.org/company/byoma/,,,
BYRANA,https://crueltyfree.peta.org/company/byrana/,,L,
Byron Bay Bronze,https://crueltyfree.peta.org/company/byron-bay-bronze/,,L,
Byron Bay Skincare,https://crueltyfree.peta.org/company/byron-bay-skincare/,,L,
Cabrillo Club LLC.,https://crueltyfree.peta.org/company/cabrillo-club-llc/,,,
Cactus & Ivy,https://crueltyfree.peta.org/company/cactus-ivy/,,,
CAF Labs,https://crueltyfree.peta.org/company/caf-labs/,,,
Cake Beauty (Marc Anthony),https://crueltyfree.peta.org/company/cake-beauty-marc-anthony/,,L,
Caked Makeup,https://crueltyfree.peta.org/company/caked-makeup/,,,
CALDERA+LAB,https://crueltyfree.peta.org/company/calderalab/,,L,
California Cove Designs,https://crueltyfree.peta.org/company/california-cove-designs/,,,
California North,https://crueltyfree.peta.org/company/california-north/,,,
California Pure Naturals,https://crueltyfree.peta.org/company/california-pure-naturals/,,L,
Callidora Cosmetics (Verdandi Group),https://crueltyfree.peta.org/company/callidora-cosmetics-verdandi-group/,,L,
Callista Beauty,https://crueltyfree.peta.org/company/callista-beauty-2/,,L,
Cally Cosmetics,https://crueltyfree.peta.org/company/cally-cosmetics/,,L,
CAMPUS BLOSSOM,https://crueltyfree.peta.org/company/campus-blossom/,,L,
Candles with a Cause,https://crueltyfree.peta.org/company/candles-with-a-cause/,,L,
Candy Kisses Natural Lip Balm,https://crueltyfree.peta.org/company/candy-kisses-natural-lip-balm/,,,
CANDY x PAINTS,https://crueltyfree.peta.org/company/candy-x-paints/,,L,
Cane and Bliss,https://crueltyfree.peta.org/company/cane-and-bliss/,,L,
Canna Crown Limited,https://crueltyfree.peta.org/company/canna-crown-limited/,,L,
CannaCare Health,https://crueltyfree.peta.org/company/cannacare-health/,,L,
CANNI AMERICA,https://crueltyfree.peta.org/company/canni-america/,,L,
CanPort,https://crueltyfree.peta.org/company/canport/,,L,
Capelli by Monash,https://crueltyfree.peta.org/company/capelli-by-monash/,,,
CARE Natural Beauty,https://crueltyfree.peta.org/company/care-natural-beauty/,,L,
Care4MyNails,https://crueltyfree.peta.org/company/care4mynails/,,L,
carehair,https://crueltyfree.peta.org/company/carehair/,,L,
Careté,https://crueltyfree.peta.org/company/carete/,,,
Caring Compounds,https://crueltyfree.peta.org/company/caring-compounds/,,L,
CarversIndia Trades,https://crueltyfree.peta.org/company/carversindia-trades/,,L,
CaryO,https://crueltyfree.peta.org/company/caryo/,,L,
CASA OCHO SKINCARE,https://crueltyfree.peta.org/company/casa-ocho-skincare/,,L,
Cash & Co.,https://crueltyfree.peta.org/company/cash-co/,,L,
Castle Rock Essential Products,https://crueltyfree.peta.org/company/castle-rock-essential-products/,,L,
Catherine Guymer,https://crueltyfree.peta.org/company/catherine-guymer/,,L,
Caupe Cosmetics,https://crueltyfree.peta.org/company/caupe-cosmetics/,,L,
CBDfx,https://crueltyfree.peta.org/company/cbdfx/,,L,
Cebra ethical skincare,https://crueltyfree.peta.org/company/cebra-ethical-skincare/,,L,
Ceela Naturals,https://crueltyfree.peta.org/company/ceela-naturals/,,L,
CEÏBO Cosmetics,https://crueltyfree.peta.org/company/ceibo-cosmetics/,,,
Celeb Luxury,https://crueltyfree.peta.org/company/celeb-luxury/,,L,
Celebrity Brite,https://crueltyfree.peta.org/company/celebrity-brite/,,L,
Celina Blush,https://crueltyfree.peta.org/company/celina-blush/,,L,
Cellar Door Soap,https://crueltyfree.peta.org/company/cellar-door-soap/,,,
Cellogica,https://crueltyfree.peta.org/company/cellogica/,,L,
Cellu-cup,https://crueltyfree.peta.org/company/cellu-cup/,,L,
Laboratoire CSBS-ODEMER,https://crueltyfree.peta.org/company/centre-des-sciences-biologiques-de-la-sante/,,L,
Ceremonia,https://crueltyfree.peta.org/company/ceremonia/,,L,
CHáA Wellness Spa Concepts,https://crueltyfree.peta.org/company/chaa-wellness-spa-concepts/,,L,
chaaboo,https://crueltyfree.peta.org/company/chaaboo/,,,
CHALLO BEAUTY & SKIN,https://crueltyfree.peta.org/company/challo-beauty-skin/,,L,
Chameleon Sun,https://crueltyfree.peta.org/company/chameleon-sun/,,L,
Chāmpo,https://crueltyfree.peta.org/company/champo/,,L,
Reillie Beauty,https://crueltyfree.peta.org/company/chantael/,,L,
Char Cosmetic,https://crueltyfree.peta.org/company/char-cosmetic/,,L,
Charity Wicks,https://crueltyfree.peta.org/company/charity-wicks/,,,
Charleston Botanicals,https://crueltyfree.peta.org/company/charleston-botanicals/,,,
Charlotte’s Bum Butter,https://crueltyfree.peta.org/company/charlottes-bum-butter/,,,
Charly Baron Mineral Cosmetic,https://crueltyfree.peta.org/company/charly-baron-mineral-cosmetic/,,L,
